test,PKG,CPU,time
bubblesort_ll,0.013244629,0.013244629,2.371
bubblesort_ll,0.019714355,0.015136719,2.484
bubblesort,0.012634277,0.010986328,2.961
bubblesort,0.01574707,0.009521484,2.591
bubblesort,0.01574707,0.010314941,2.659
bubblesort,0.010131836,0.009460449,2.513
bubblesort,0.015014648,0.009399414,2.582
bubblesort,0.010803223,0.009887695,2.607
bubblesort,0.014587402,0.009460449,2.539
bubblesort,0.00958252,0.008911133,2.512
bubblesort,0.013366699,0.010253906,2.641
bubblesort,0.01550293,0.009765625,2.591
bubblesort,0.009887695,0.009887695,2.543
bubblesort,0.014343262,0.009216309,2.522
bubblesort,0.009277344,0.010131836,2.535
bubblesort,0.014099121,0.009155273,2.541
bubblesort,0.009460449,0.00958252,2.54
bubblesort,0.014587402,0.00982666,2.512
bubblesort,0.012512207,0.011352539,2.163
bubblesort,0.012451172,0.010437012,2.097
bubblesort,0.012634277,0.012145996,2.146
bubblesort,0.013671875,0.012145996,1.992
bubblesort,0.014221191,0.012084961,2.032
bubblesort,0.013977051,0.01171875,1.998
bubblesort,0.01373291,0.012023926,2.006
bubblesort,0.01373291,0.012390137,2.008
bubblesort,0.013366699,0.011901855,2.038
bubblesort,0.012756348,0.012145996,2.042
bubblesort,0.014282227,0.011657715,2.104
bubblesort,0.013000488,0.011657715,1.998
bubblesort,0.013977051,0.012878418,2.022
bubblesort,0.013671875,0.01159668,2.019
bubblesort_func,0.021972656,0.019775391,4.135
bubblesort_func,0.01965332,0.01776123,3.474
bubblesort_func,0.023742676,0.017456055,3.337
bubblesort_func,0.018005371,0.017272949,3.406
bubblesort_func,0.024719238,0.018127441,3.445
bubblesort_func,0.017944336,0.017822266,3.407
bubblesort_func,0.018127441,0.017456055,3.382
bubblesort_func,0.023925781,0.018188477,3.489
bubblesort_func,0.018981934,0.016906738,3.411
bubblesort_func,0.024353027,0.017089844,3.395
bubblesort_func,0.018249512,0.017944336,3.391
bubblesort_func,0.018554688,0.01763916,3.374
bubblesort_func,0.024353027,0.016723633,3.418
bubblesort_func,0.01776123,0.017944336,3.465
bubblesort_func,0.023742676,0.018554688,3.529
bubblesort_func,0.018737793,0.016845703,3.49
bubblesort_func,0.024414063,0.016113281,3.374
bubblesort_func,0.018005371,0.018066406,3.534
bubblesort_func,0.024353027,0.017028809,3.447
bubblesort_func,0.017883301,0.017822266,3.459
bubblesort_func,0.019104004,0.01763916,3.373
bubblesort_func,0.023193359,0.017089844,3.393
bubblesort_func,0.018676758,0.018676758,3.438
bubblesort_func,0.025024414,0.016174316,3.446
bubblesort_func,0.017700195,0.016967773,3.468
bubblesort_func,0.024047852,0.017822266,3.494
bubblesort_func,0.018920898,0.017456055,3.425
bubblesort_func,0.024902344,0.017883301,3.442
bubblesort_func,0.017883301,0.017822266,3.411
bubblesort_func,0.018005371,0.01763916,3.484
bubblesort_ll2,0.020080566,0.016967773,3.822
bubblesort_ll2,0.016113281,0.016601563,3.546
bubblesort_ll2,0.023193359,0.016540527,3.466
bubblesort_ll2,0.016296387,0.016723633,3.553
bubblesort_ll2,0.021728516,0.016357422,3.536
bubblesort_ll2,0.016784668,0.017944336,3.598
bubblesort_ll2,0.023071289,0.018249512,3.556
bubblesort_ll2,0.016723633,0.016845703,3.59
bubblesort_ll2,0.022644043,0.01776123,3.509
bubblesort_ll2,0.017028809,0.017578125,3.582
bubblesort_ll2,0.023498535,0.017883301,3.572
bubblesort_ll2,0.023864746,0.018432617,3.624
bubblesort_ll2,0.016784668,0.017944336,3.517
bubblesort_ll2,0.023376465,0.018310547,3.537
bubblesort_ll2,0.017883301,0.017578125,3.557
bubblesort_ll2,0.022399902,0.018249512,3.578
bubblesort_ll2,0.023864746,0.018371582,3.752
bubblesort_ll2,0.01763916,0.018066406,3.61
bubblesort_ll2,0.022766113,0.018371582,3.741
bubblesort_ll2,0.022705078,0.017822266,3.611
bubblesort_ll2,0.017211914,0.018005371,3.579
bubblesort_ll2,0.023498535,0.019042969,3.778
bubblesort_ll2,0.018310547,0.017272949,3.578
bubblesort_ll2,0.023864746,0.018737793,3.597
bubblesort_ll2,0.025085449,0.017944336,3.543
bubblesort_ll2,0.01776123,0.018798828,3.712
bubblesort_ll2,0.023132324,0.017944336,3.575
bubblesort_ll2,0.024658203,0.018676758,3.618
bubblesort_ll2,0.017456055,0.018981934,3.701
bubblesort_ll2,0.023254395,0.018615723,3.866
bubblesort_ll,0.019287109,0.014221191,2.879
bubblesort_ll,0.013916016,0.013549805,2.449
bubblesort_ll,0.021850586,0.01361084,2.364
bubblesort_ll,0.014404297,0.013671875,2.453
bubblesort_ll,0.013916016,0.014160156,2.464
bubblesort_ll,0.018981934,0.013977051,2.498
bubblesort_ll,0.013916016,0.013977051,2.52
bubblesort_ll,0.019836426,0.014526367,2.485
bubblesort_ll,0.01373291,0.01373291,2.473
bubblesort_ll,0.020507813,0.014282227,2.355
bubblesort_ll,0.013183594,0.013916016,2.454
bubblesort_ll,0.020690918,0.014282227,2.422
bubblesort_ll,0.013671875,0.014770508,2.453
bubblesort_ll,0.020080566,0.013793945,2.468
bubblesort_ll,0.013305664,0.014099121,2.378
bubblesort_ll,0.013549805,0.014343262,2.505
bubblesort_ll,0.01940918,0.014648438,2.469
bubblesort_ll,0.014404297,0.014282227,2.418
bubblesort_ll,0.020751953,0.01385498,2.448
bubblesort_ll,0.013305664,0.014587402,2.417
bubblesort_ll,0.020568848,0.01348877,2.492
bubblesort_ll,0.013183594,0.014709473,2.427
bubblesort_ll,0.019958496,0.01373291,2.586
bubblesort_ll,0.01348877,0.013061523,2.428
bubblesort_ll,0.013549805,0.013061523,2.4
bubblesort_ll,0.020019531,0.014160156,2.422
bubblesort_ll,0.014038086,0.013427734,2.421
bubblesort_ll,0.019775391,0.013549805,2.472
bubblesort_ll,0.013916016,0.01348877,2.382
bubblesort_ll,0.014587402,0.014648438,2.353
bubblesort,0.008911133,0.010620117,2.841
bubblesort,0.00958252,0.010070801,2.624
bubblesort,0.014343262,0.009460449,2.655
bubblesort,0.009094238,0.009216309,2.583
bubblesort,0.01361084,0.008911133,2.548
bubblesort,0.009277344,0.009460449,2.568
bubblesort,0.013305664,0.00958252,2.496
bubblesort,0.009277344,0.00958252,2.53
bubblesort,0.013244629,0.009338379,2.532
bubblesort,0.013427734,0.00958252,2.525
bubblesort,0.009094238,0.010253906,2.819
bubblesort,0.013916016,0.009338379,2.538
bubblesort,0.009399414,0.00982666,2.563
bubblesort,0.013977051,0.010375977,2.73
bubblesort,0.014221191,0.009155273,2.583
bubblesort,0.009643555,0.009765625,2.512
bubblesort,0.013916016,0.009521484,2.606
bubblesort,0.00958252,0.010559082,2.488
bubblesort,0.017089844,0.010559082,2.247
bubblesort,0.012329102,0.012268066,2.181
bubblesort,0.01385498,0.01184082,1.999
bubblesort,0.015014648,0.012329102,1.989
bubblesort,0.013244629,0.012268066,2.05
bubblesort,0.014404297,0.012573242,2.134
bubblesort,0.013244629,0.013244629,2.105
bubblesort,0.014526367,0.012268066,2.027
bubblesort,0.013977051,0.012023926,2.042
bubblesort,0.014770508,0.013427734,2.044
bubblesort,0.014099121,0.012573242,2.17
bubblesort,0.013427734,0.012268066,2.089
bubblesort_func,0.022033691,0.01739502,4.024
bubblesort_func,0.018920898,0.017456055,3.49
bubblesort_func,0.024780273,0.018127441,3.456
bubblesort_func,0.019042969,0.018188477,3.433
bubblesort_func,0.024658203,0.016601563,3.418
bubblesort_func,0.018127441,0.018981934,3.43
bubblesort_func,0.023864746,0.017089844,3.463
bubblesort_func,0.018188477,0.017578125,3.412
bubblesort_func,0.018615723,0.016906738,3.436
bubblesort_func,0.023620605,0.016845703,3.35
bubblesort_func,0.017578125,0.017272949,3.429
bubblesort_func,0.025146484,0.01739502,3.434
bubblesort_func,0.018066406,0.018249512,3.403
bubblesort_func,0.018005371,0.017272949,3.399
bubblesort_func,0.024230957,0.017333984,3.407
bubblesort_func,0.018066406,0.016784668,3.376
bubblesort_func,0.023498535,0.016845703,3.327
bubblesort_func,0.017272949,0.017211914,3.41
bubblesort_func,0.018310547,0.016967773,3.419
bubblesort_func,0.024353027,0.017456055,3.562
bubblesort_func,0.017211914,0.017700195,3.554
bubblesort_func,0.023742676,0.017700195,3.525
bubblesort_func,0.01763916,0.017272949,3.464
bubblesort_func,0.023498535,0.018188477,3.381
bubblesort_func,0.018127441,0.017944336,3.523
bubblesort_func,0.023925781,0.018005371,3.451
bubblesort_func,0.01776123,0.01751709,3.418
bubblesort_func,0.024291992,0.017700195,3.404
bubblesort_func,0.017028809,0.018249512,3.47
bubblesort_func,0.018859863,0.017089844,3.48
bubblesort_ll2,0.01763916,0.01751709,3.612
bubblesort_ll2,0.024658203,0.018127441,3.529
bubblesort_ll2,0.018310547,0.016906738,3.573
bubblesort_ll2,0.02154541,0.016357422,3.519
bubblesort_ll2,0.02331543,0.017944336,3.613
bubblesort_ll2,0.016174316,0.017944336,3.762
bubblesort_ll2,0.022705078,0.016357422,3.516
bubblesort_ll2,0.018554688,0.017150879,3.534
bubblesort_ll2,0.023986816,0.018981934,3.677
bubblesort_ll2,0.024353027,0.019897461,3.812
bubblesort_ll2,0.017883301,0.017883301,3.643
bubblesort_ll2,0.024047852,0.017883301,3.523
bubblesort_ll2,0.024658203,0.018066406,3.536
bubblesort_ll2,0.017150879,0.017883301,3.581
bubblesort_ll2,0.024353027,0.019592285,3.735
bubblesort_ll2,0.018493652,0.01739502,3.557
bubblesort_ll2,0.023803711,0.018432617,3.621
bubblesort_ll2,0.024169922,0.017822266,3.649
bubblesort_ll2,0.018249512,0.018859863,3.585
bubblesort_ll2,0.024169922,0.019165039,3.557
bubblesort_ll2,0.018005371,0.018188477,3.579
bubblesort_ll2,0.024353027,0.018432617,3.601
bubblesort_ll2,0.023925781,0.017333984,3.593
bubblesort_ll2,0.017700195,0.018615723,3.614
bubblesort_ll2,0.023803711,0.018188477,3.492
bubblesort_ll2,0.018920898,0.018554688,3.613
bubblesort_ll2,0.023681641,0.017211914,3.517
bubblesort_ll2,0.018249512,0.018188477,3.597
bubblesort_ll2,0.023925781,0.01763916,3.582
bubblesort_ll2,0.024047852,0.017883301,3.658
bubblesort_ll,0.012512207,0.01550293,2.975
bubblesort_ll,0.013549805,0.014343262,2.504
bubblesort_ll,0.014465332,0.014709473,2.432
bubblesort_ll,0.021057129,0.014221191,2.42
bubblesort_ll,0.014343262,0.014404297,2.486
bubblesort_ll,0.020080566,0.014404297,2.423
bubblesort_ll,0.01373291,0.014221191,2.421
bubblesort_ll,0.020385742,0.015258789,2.561
bubblesort_ll,0.01361084,0.013977051,2.478
bubblesort_ll,0.020019531,0.013244629,2.437
bubblesort_ll,0.014160156,0.014648438,2.404
bubblesort_ll,0.013671875,0.013244629,2.379
bubblesort_ll,0.01965332,0.015136719,2.452
bubblesort_ll,0.012878418,0.01361084,2.391
bubblesort_ll,0.020263672,0.013000488,2.388
bubblesort_ll,0.012939453,0.014587402,2.346
bubblesort_ll,0.014221191,0.013366699,2.383
bubblesort_ll,0.018981934,0.014038086,2.392
bubblesort_ll,0.013183594,0.013244629,2.466
bubblesort_ll,0.019775391,0.012451172,2.429
bubblesort_ll,0.014343262,0.014648438,2.429
bubblesort_ll,0.013671875,0.01348877,2.37
bubblesort_ll,0.018859863,0.014099121,2.377
bubblesort_ll,0.013549805,0.014221191,2.444
bubblesort_ll,0.020629883,0.01373291,2.394
bubblesort_ll,0.01348877,0.014831543,2.411
bubblesort_ll,0.013305664,0.014221191,2.38
bubblesort_ll,0.01953125,0.014099121,2.459
bubblesort_ll,0.013244629,0.013061523,2.449
bubblesort_ll,0.020202637,0.013671875,2.321
bubblesort,0.013183594,0.009643555,3.902
bubblesort,0.010192871,0.008239746,3.418
bubblesort,0.010070801,0.008056641,3.321
bubblesort,0.013671875,0.008300781,3.473
bubblesort,0.00982666,0.008239746,3.479
bubblesort,0.012939453,0.008422852,3.389
bubblesort,0.010437012,0.008666992,3.43
bubblesort,0.01361084,0.008056641,3.454
bubblesort,0.009887695,0.007995605,3.382
bubblesort,0.00970459,0.008483887,3.355
bubblesort,0.014343262,0.008605957,3.479
bubblesort,0.010253906,0.008300781,3.333
bubblesort,0.01348877,0.008300781,3.359
bubblesort,0.009643555,0.008728027,3.74
bubblesort,0.014038086,0.008483887,3.473
bubblesort,0.00970459,0.008300781,3.387
bubblesort,0.012695313,0.009643555,2.743
bubblesort,0.009033203,0.00994873,2.59
bubblesort,0.016967773,0.011413574,2.336
bubblesort,0.011779785,0.011047363,2.289
bubblesort,0.013244629,0.011352539,2.012
bubblesort,0.013244629,0.01159668,2.084
bubblesort,0.014160156,0.012695313,2.045
bubblesort,0.01385498,0.01171875,1.981
bubblesort,0.014038086,0.011779785,2.001
bubblesort,0.014587402,0.011779785,2.002
bubblesort,0.013366699,0.011657715,1.992
bubblesort,0.013427734,0.01159668,1.993
bubblesort,0.014099121,0.011962891,2.005
bubblesort,0.01361084,0.012023926,1.976
bubblesort_func,0.017089844,0.01763916,3.72
bubblesort_func,0.01763916,0.016662598,3.414
bubblesort_func,0.019287109,0.018249512,3.425
bubblesort_func,0.02331543,0.016174316,3.403
bubblesort_func,0.01751709,0.018188477,3.406
bubblesort_func,0.019104004,0.018005371,3.363
bubblesort_func,0.023132324,0.01763916,3.364
bubblesort_func,0.018554688,0.018127441,3.351
bubblesort_func,0.018798828,0.016784668,3.34
bubblesort_func,0.023376465,0.018676758,3.418
bubblesort_func,0.018310547,0.017578125,3.39
bubblesort_func,0.023925781,0.016723633,3.292
bubblesort_func,0.018249512,0.018493652,3.378
bubblesort_func,0.018249512,0.017822266,3.381
bubblesort_func,0.023071289,0.01739502,3.414
bubblesort_func,0.017700195,0.016723633,3.339
bubblesort_func,0.018127441,0.016784668,3.42
bubblesort_func,0.023376465,0.016662598,3.344
bubblesort_func,0.017333984,0.017150879,3.423
bubblesort_func,0.025390625,0.017700195,3.387
bubblesort_func,0.017883301,0.018188477,3.417
bubblesort_func,0.023925781,0.01739502,3.382
bubblesort_func,0.017333984,0.017578125,3.495
bubblesort_func,0.026062012,0.019104004,3.582
bubblesort_func,0.017456055,0.017700195,3.526
bubblesort_func,0.018615723,0.016357422,3.376
bubblesort_func,0.024230957,0.018249512,3.395
bubblesort_func,0.018554688,0.01776123,3.424
bubblesort_func,0.024536133,0.018188477,3.472
bubblesort_func,0.017333984,0.016967773,3.392
bubblesort_ll2,0.024658203,0.018066406,3.946
bubblesort_ll2,0.026123047,0.018371582,3.624
bubblesort_ll2,0.019287109,0.018066406,3.512
bubblesort_ll2,0.023071289,0.01763916,3.646
bubblesort_ll2,0.017578125,0.018066406,3.588
bubblesort_ll2,0.024230957,0.018798828,3.646
bubblesort_ll2,0.023986816,0.017211914,3.579
bubblesort_ll2,0.01776123,0.018798828,3.556
bubblesort_ll2,0.024780273,0.018188477,3.559
bubblesort_ll2,0.018737793,0.018676758,3.607
bubblesort_ll2,0.02355957,0.018615723,3.533
bubblesort_ll2,0.018493652,0.017150879,3.602
bubblesort_ll2,0.017333984,0.017333984,3.684
bubblesort_ll2,0.023986816,0.017333984,3.651
bubblesort_ll2,0.017333984,0.017822266,3.717
bubblesort_ll2,0.024353027,0.019042969,3.655
bubblesort_ll2,0.023742676,0.017700195,3.532
bubblesort_ll2,0.01763916,0.018066406,3.556
bubblesort_ll2,0.023803711,0.017150879,3.586
bubblesort_ll2,0.018066406,0.017150879,3.601
bubblesort_ll2,0.02331543,0.018127441,3.544
bubblesort_ll2,0.016967773,0.016601563,3.576
bubblesort_ll2,0.023498535,0.019226074,3.711
bubblesort_ll2,0.022521973,0.017578125,3.67
bubblesort_ll2,0.017700195,0.019042969,3.549
bubblesort_ll2,0.017089844,0.017822266,3.583
bubblesort_ll2,0.023925781,0.01739502,3.501
bubblesort_ll2,0.016662598,0.018310547,3.635
bubblesort_ll2,0.023986816,0.018615723,3.631
bubblesort_ll2,0.023986816,0.019165039,3.693
bubblesort_ll,0.011169434,0.01348877,2.727
bubblesort_ll,0.01940918,0.014892578,2.499
bubblesort_ll,0.013305664,0.014099121,2.443
bubblesort_ll,0.020263672,0.013427734,2.373
bubblesort_ll,0.013366699,0.013793945,2.403
bubblesort_ll,0.013244629,0.01348877,2.379
bubblesort_ll,0.018798828,0.014221191,2.421
bubblesort_ll,0.013427734,0.014038086,2.408
bubblesort_ll,0.020446777,0.013305664,2.416
bubblesort_ll,0.013183594,0.015625,2.581
bubblesort_ll,0.019714355,0.012878418,2.38
bubblesort_ll,0.01348877,0.015197754,2.383
bubblesort_ll,0.01373291,0.01373291,2.408
bubblesort_ll,0.020751953,0.014648438,2.477
bubblesort_ll,0.013305664,0.014099121,2.428
bubblesort_ll,0.019287109,0.01373291,2.5
bubblesort_ll,0.013305664,0.014587402,2.597
bubblesort_ll,0.019775391,0.01373291,2.414
bubblesort_ll,0.013122559,0.015075684,2.536
bubblesort_ll,0.020507813,0.014953613,2.549
bubblesort_ll,0.013793945,0.014160156,2.566
bubblesort_ll,0.01965332,0.014831543,2.454
bubblesort_ll,0.013793945,0.014465332,2.539
bubblesort_ll,0.020446777,0.015075684,2.503
bubblesort_ll,0.013427734,0.013305664,2.478
bubblesort_ll,0.020141602,0.015258789,2.547
bubblesort_ll,0.01953125,0.014099121,2.623
bubblesort_ll,0.013427734,0.016418457,2.628
bubblesort_ll,0.020629883,0.013916016,2.534
bubblesort_ll,0.013793945,0.015319824,2.557
bubblesort,0.011108398,0.010314941,3.107
bubblesort,0.014831543,0.00958252,2.593
bubblesort,0.00958252,0.009765625,2.574
bubblesort,0.014404297,0.010070801,2.53
bubblesort,0.008789063,0.010314941,2.559
bubblesort,0.013305664,0.011047363,2.943
bubblesort,0.013244629,0.00958252,2.844
bubblesort,0.009277344,0.00958252,2.52
bubblesort,0.014038086,0.010375977,2.553
bubblesort,0.013061523,0.008789063,2.578
bubblesort,0.009521484,0.010009766,2.499
bubblesort,0.014343262,0.00958252,2.509
bubblesort,0.009338379,0.00982666,2.501
bubblesort,0.013549805,0.009277344,2.498
bubblesort,0.009277344,0.010131836,2.489
bubblesort,0.014404297,0.010559082,2.636
bubblesort,0.00970459,0.009643555,2.556
bubblesort,0.014587402,0.009765625,2.499
bubblesort,0.009399414,0.009460449,2.548
bubblesort,0.015319824,0.009338379,2.382
bubblesort,0.011901855,0.010253906,2.155
bubblesort,0.013122559,0.011474609,2.144
bubblesort,0.013305664,0.012512207,2.03
bubblesort,0.01373291,0.011962891,1.978
bubblesort,0.014648438,0.011962891,2.004
bubblesort,0.013793945,0.012145996,1.98
bubblesort,0.013183594,0.011413574,1.969
bubblesort,0.014770508,0.012634277,1.989
bubblesort,0.013671875,0.011657715,1.996
bubblesort,0.014343262,0.012634277,2.021
bubblesort_func,0.015441895,0.017883301,3.799
bubblesort_func,0.018127441,0.01763916,3.476
bubblesort_func,0.019470215,0.018005371,3.447
bubblesort_func,0.02331543,0.017456055,3.508
bubblesort_func,0.018005371,0.016235352,3.458
bubblesort_func,0.023254395,0.016662598,3.494
bubblesort_func,0.018676758,0.017028809,3.382
bubblesort_func,0.022399902,0.015869141,3.442
bubblesort_func,0.018798828,0.01739502,3.449
bubblesort_func,0.024780273,0.01776123,3.39
bubblesort_func,0.018432617,0.018432617,3.544
bubblesort_func,0.024597168,0.018554688,3.499
bubblesort_func,0.01776123,0.018127441,3.418
bubblesort_func,0.019226074,0.01763916,3.406
bubblesort_func,0.024108887,0.01940918,3.612
bubblesort_func,0.026062012,0.018615723,3.607
bubblesort_func,0.018127441,0.018310547,3.495
bubblesort_func,0.019226074,0.018127441,3.452
bubblesort_func,0.02355957,0.018249512,3.42
bubblesort_func,0.018066406,0.017456055,3.467
bubblesort_func,0.02331543,0.018066406,3.427
bubblesort_func,0.01763916,0.017578125,3.445
bubblesort_func,0.023498535,0.017822266,3.435
bubblesort_func,0.018371582,0.017822266,3.404
bubblesort_func,0.024047852,0.01739502,3.519
bubblesort_func,0.016723633,0.018005371,3.358
bubblesort_func,0.024536133,0.017944336,3.483
bubblesort_func,0.01739502,0.018676758,3.632
bubblesort_func,0.023620605,0.017150879,3.513
bubblesort_func,0.018066406,0.018371582,3.51
bubblesort_ll2,0.022827148,0.019042969,4.164
bubblesort_ll2,0.018676758,0.017333984,3.502
bubblesort_ll2,0.023925781,0.01776123,3.582
bubblesort_ll2,0.017028809,0.017028809,3.608
bubblesort_ll2,0.022338867,0.017578125,3.548
bubblesort_ll2,0.018188477,0.018127441,3.521
bubblesort_ll2,0.016174316,0.017089844,3.504
bubblesort_ll2,0.02355957,0.01763916,3.595
bubblesort_ll2,0.01751709,0.019287109,3.799
bubblesort_ll2,0.023071289,0.018188477,3.59
bubblesort_ll2,0.024353027,0.017700195,3.499
bubblesort_ll2,0.018005371,0.017700195,3.585
bubblesort_ll2,0.024108887,0.018554688,3.833
bubblesort_ll2,0.023925781,0.018127441,3.656
bubblesort_ll2,0.016418457,0.016723633,3.499
bubblesort_ll2,0.024597168,0.017578125,3.628
bubblesort_ll2,0.01763916,0.018249512,3.554
bubblesort_ll2,0.022888184,0.017578125,3.525
bubblesort_ll2,0.019226074,0.018005371,3.596
bubblesort_ll2,0.023498535,0.017028809,3.596
bubblesort_ll2,0.018127441,0.018127441,3.546
bubblesort_ll2,0.017150879,0.017883301,3.584
bubblesort_ll2,0.024169922,0.018310547,3.674
bubblesort_ll2,0.017883301,0.017883301,3.678
bubblesort_ll2,0.022949219,0.018554688,3.543
bubblesort_ll2,0.02520752,0.017700195,3.575
bubblesort_ll2,0.01776123,0.018554688,3.629
bubblesort_ll2,0.02331543,0.018432617,3.617
bubblesort_ll2,0.018127441,0.018066406,3.604
bubblesort_ll2,0.0234375,0.018432617,3.705
bubblesort_ll,0.011230469,0.013916016,2.73
bubblesort_ll,0.019775391,0.014892578,2.483
bubblesort_ll,0.01385498,0.013427734,2.445
bubblesort_ll,0.021240234,0.014404297,2.415
bubblesort_ll,0.014038086,0.013793945,2.435
bubblesort_ll,0.013061523,0.012756348,2.394
bubblesort_ll,0.018615723,0.01373291,2.433
bubblesort_ll,0.01373291,0.015014648,2.465
bubblesort_ll,0.019592285,0.014099121,2.407
bubblesort_ll,0.01373291,0.013916016,2.406
bubblesort_ll,0.020202637,0.012939453,2.408
bubblesort_ll,0.012268066,0.014221191,2.379
bubblesort_ll,0.014038086,0.013427734,2.339
bubblesort_ll,0.019897461,0.014526367,2.32
bubblesort_ll,0.014038086,0.013549805,2.385
bubblesort_ll,0.013793945,0.014343262,2.449
bubblesort_ll,0.018859863,0.014770508,2.47
bubblesort_ll,0.013061523,0.013916016,2.464
bubblesort_ll,0.020263672,0.014587402,2.412
bubblesort_ll,0.013427734,0.014404297,2.475
bubblesort_ll,0.019897461,0.014221191,2.44
bubblesort_ll,0.012878418,0.013977051,2.362
bubblesort_ll,0.020263672,0.014099121,2.478
bubblesort_ll,0.012878418,0.014526367,2.444
bubblesort_ll,0.020690918,0.014709473,2.481
bubblesort_ll,0.013427734,0.014831543,2.458
bubblesort_ll,0.013549805,0.01348877,2.413
bubblesort_ll,0.01940918,0.01361084,2.411
